"Registro ANS";"CNPJ";"Razão Social";"Nome Fantasia";"Modalidade";"Logradouro";"Número";"Complemento";"Bairro";"Cidade";"UF";"CEP";"DDD";"Telefone";"Fax";"Endereço eletrônico";"Representante";"Cargo Representante";"Data Registro ANS"
"303623";"62638374000194";"CENTRO TRASMONTANO DE SAO PAULO";"CENTRO TRASMONTANO DE SAO PAULO";"Medicina de Grupo";"RUA TABATINGUERA";"294";"";"CENTRO";"São Paulo";"SP";"01020903";"11";"31181519";"31151515";"ans@trasmontano.com.br";"FERNANDO JOSÉ MOREDO";"PRESIDENTE";"22/12/1998"
"401871";"64928609000108";"CEORP - CENTRO ODONTOLOGICO LTDA";"CEORP";"Odontologia de Grupo";"RUA DUQUE DE CAXIAS";"1453";"";"CENTRO";"Ribeirão Preto";"SP";"14015020";"16";"36105362";"36105362";"ceorp@terra.com.br";"NATHALIA BIAGINI SÁ MOSNA MACHADO";"ADMINISTRADOR";"11/03/1999"
"324892";"43776491000170";"CETESB - COMPANHIA AMBIENTAL DO ESTADO DE SÃO PAULO";"CETESB";"Autogestão";"AV. PROFESSOR FREDERICO HERMANN JUNIOR";"345";"";"ALTO DOS PINHEIROS";"São Paulo";"SP";"05459900";"11";"31333440";"31333992";"ar_cetesb@sp.gov.br";"FERNANDO ROBERTO SETTI";"GERENTE DO DEPTO. DE GESTÃO RH";"29/12/1998"
"413291";"02140364000100";"CGO SAÚDE - OPERADORA DE PLANOS DE SAÚDE LTDA ";"CGO SAÚDE";"Medicina de Grupo";"AV. GOVERNADOR LEONEL DE MOURA BRIZOLA";"1169";"SALAS 401 E 402";"CENTRO";"Duque de Caxias";"RJ";"25010007";"21";"30103590213";"30103590255";"adm.pra@cgo.com.br";"MARCUS VINICIUS MARQUES GASPAR";"SÓCIO";"09/03/2001"
"310247";"88645403000139";"CIRCULO OPERARIO CAXIENSE";"CIRCULO OPERARIO CAXIENSE";"Medicina de Grupo";"RUA VISCONDE DE PELOTAS";"809";"";"CENTRO";"Caxias do Sul";"RS";"95020181";"54";"21010000";"542233491";"circulo@circulosaude.com.br";"FRANCISCO JOSE CALERO COSTA FILHO";"REPRESENTANTE";"24/12/1998"
"419435";"20088388000131";"CLASSE ADMINISTRADORA DE BENEFÍCIOS LTDA - ME";"CLASSE ADMINISTRADORA";"Administradora de Benefícios";"SBS - QD 02 - BLOCO A";"01";"SL 205 -  ED. CASA DE SÃO PAULO";"ASA SUL";"Brasília";"DF";"70070120";"61";"38791163";"38791164";"CANALANS@CLASSEADMINISTRADORA.COM.BR";"FRANCISCO NOGUEIRA DA SILVA";"REPRESENTANTE";"04/08/2014"
"343013";"25646761000146";"CLIMEPE TOTAL LTDA";"CLIMEPE TOTAL";"Medicina de Grupo";"RUA MINAS GERAIS";"640";"";"CENTRO";"Poços de Caldas";"MG";"37701004";"35";"37224004";"37224004";"ans@intermedica.com.br";"LUIZ CELSO DIAS LOPES";"REPRESENTANTE LEGAL";"17/12/1998"
"342955";"29780384000194";"CLIMESA CLÍNICA MÉDICA SANTANA LTDA";"HSMED SAÚDE";"Medicina de Grupo";"AV. PASTOR MARTIN LUTHER KING JUNIOR";"7.406";"";"IRAJÁ";"Rio de Janeiro";"RJ";"21235000";"21";"33510482";"24511705";"direcao.climesa@gmail.com";"PABLO LIMA DE MENDONCA";"SOCIO GERENTE";"06/01/1999"
"410071";"03447952000146";"CLINICA ODONTOLOGICA ODONTOPLAN LTDA";"ODONTOPLAN";"Odontologia de Grupo";"RUA BENTO GONÇALVES";"1731";"SALA 112";"BOA VISTA";"Novo Hamburgo";"RS";"93410395";"51";"30366610";"30366610";"odontoplan@clinicaodontoplan.com.br";"ANA GICIELI FRACALOSSI";"SÓCIA ADMINISTRADORA";"07/12/1999"
"415944";"51262335000119";"CLÍNICA SÃO GABRIEL S/S LTDA";"";"Medicina de Grupo";"PRAÇA DA INDEPENDENCIA";"17";"";"CENTRO";"Ferraz de Vasconcelos";"SP";"08500901";"11";"46755166";"46765514";"info@saogabrielsaude.com.br";"JOSE CARLOS ABISSAMRA";"SOCIO-GERENTE";"08/03/2007"
"340782";"76882612000117";"CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA";"GNDI SUL";"Medicina de Grupo";"RUA XV DE NOVEMBRO";"575";"4º E 5º ANDARES ";"CENTRO";"Curitiba";"PR";"80020310";"41";"30213000";"30213060";"ans@intermedica.com.br";"LUIZ CELSO DIAS LOPES";"DIRETOR EXECUTIVO";"22/12/1998"
"418480";"08902329000150";"CLUBE CARE ADMINISTRADORA DE BENEFICIOS LTDA";"";"Administradora de Benefícios";"AVENIDA RIO BRANCO";"123";"GRUPO 1202 E 1203";"CENTRO";"Rio de Janeiro";"RJ";"20040905";"21";"35539188";"";"julianacjuridico@gmail.com";"AFRANIO FIGUEIREDO BENINATO";"REPRESENTANTE LEGAL";"26/03/2012"
"417891";"09585273000110";"CLUBE DE BENEFICIOS PARA COOP., ASS., CONS., SIND. E SEGUROS - CBCACSS";"";"Administradora de Benefícios";"RUA DA ASSEMBLEIA";"10";"SALA 3811 - A";"CENTRO";"Rio de Janeiro";"RJ";"20011000";"21";"84282619";"";"CBCACSS@CBCACSS.COM.BR";"ANTONIO CARLOS ANTUNES BASTOS";"DIRETOR PRESIDENTE";"22/02/2011"
"419290";"17698381000127";"CLUBE DE SAÚDE ADMINISTRADORA DE BENEFÍCIOS LTDA.";"";"Administradora de Benefícios";"RUA DOUTOR PLÍNIO BARRETO";"365";" PARTE";"BELA VISTA";"São Paulo";"SP";"01313020";"11";"31913876";"";"juridico_regulatorio_3@qualicorp.com.br";"ELTON HUGO CARLUCI";"REPRESENTANTE ";"21/02/2014"
"422461";"38046343000160";"CLUBE SILVER ADMINISTRADORA DE PLANOS DE SAUDE LTDA";"";"Administradora de Benefícios";"RUA QUINZE DE NOVEMBRO";"228";"AP 304";"CENTRO";"Niterói";"RJ";"24020125";"21";"35531692";"";"elvison.clubesilver@gmail.com";"ELVISON CARLOS FAGUNDES PINHEIRO";"SOCIO ADMINISTRADOR/REPRE";"09/02/2021"
"310239";"17146846000137";"CMI - PLANOS DE ASSISTÊNCIA MÉDICA LTDA";"PESSOAL SAÚDE";"Medicina de Grupo";"AV BARÃO DO RIO BRANCO";"3925";"LOJA 223";"ALTO DOS PASSOS";"Juiz de Fora";"MG";"36021630";"";"";"";"elisangela@pessoalsaude.com.br";"RAFAEL VIEIRA DE AQUINO SANCHES";"SÓCIO";"31/12/1998"
"419796";"14372148000161";"COMPANHIA DAS DOCAS DO ESTADO DA BAHIA - CODEBA";"CODEBA";"Autogestão";"AV. DA FRANçA";"1551";"ESTAçãO MARITIMA VISC. DE CAIRU";"COMERCIO";"Salvador";"BA";"40010000";"71";"33201294";"33201302";"JAILTON@CODEBA.COM.BR";"NEWTON FERREIRA DIAS";"DIRETOR ADMINISTRATIVO/ FINANC";"26/06/2015"
"330051";"47902648000117";"COMPANHIA DE ENGENHARIA DE TRAFEGO - CET";"";"Autogestão";"RUA BARÃO DE ITAPETININGA";"18";"";"CENTRO";"São Paulo";"SP";"05425904";"11";"30302378";"30302066";"dcp@cetsp.com.br";"RICARDO RIBEIRO";"REPRESENTANTE";"28/12/1998"
"416509";"27316538000166";"COMPANHIA DOCAS DO ESPIRITO SANTO - CODESA";"CODESA";"Autogestão";"AVENIDA GETULIO VARGAS";"556";"";"CENTRO";"Vitória";"ES";"29010945";"27";"31327326";"";"esantos@codesa.gov.br";"FABRICIO BERNARDES DINIZ";"COORD. DE RECURSOS HUMANOS";"22/01/2008"
"392405";"28151363000147";"COMPANHIA ESPIRITO SANTENSE DE SANEAMENTO";"CESAN";"Autogestão";"AV. GOVERNADOR BLEY";"186";"3º PAV";"CENTRO";"Vitória";"ES";"29010150";"27";"21275000";"21275353";"amscesan@cesan.com.br";"LEANDRO REZENDE DE ABREU";"GERENTE DE RECURSOS HUMANOS";"28/12/1998"
"334189";"26461699000180";"COMPANHIA NACIONAL DE ABASTECIMENTO - CONAB";"COMPANHIA NACIONAL DE ABASTECIMENTO - C0NAB";"Autogestão";"SGAS QUADRA 901, CONJUNTO 'A', EDIFÍCIO ";"69";"ASA SUL";"PLANO PILOTO";"Brasília";"DF";"70390010";"61";"33126073";"33126089";"gesas@conab.gov.br";"GIOVANA IANNICELLI CREMA RODRIGUES";"SUPERINT DE DESENV. DE PESSOAS";"05/01/1999"
"420247";"23920704000188";"COMPAR ADMINISTRADORA DE BENEFICIOS LTDA - ME";"COMPAR ADMINISTRADORA DE BENEFICIOS";"Administradora de Benefícios";"RUA TEIXEIRA SOARES";"468";"";"SEMINÁRIO";"Curitiba";"PR";"80240440";"41";"31140469";"";"COMPAR@COMPARADM.COM.BR";"ALMIR RODRIGUES";"SÓCIO ADMINISTRADOR";"25/10/2016"
"390259";"70094578000130";"COMSEDER - COOPERATIVA DE ASSISTÊNCIA MÉDICA DOS SERVIDORES DA SUPLAN E DO DER LTDA";"COMSEDER";"Autogestão";"AV. MAXIMIANO DE FIGUEIREDO";"311";"CASA";"CENTRO";"João Pessoa";"PB";"58013470";"83";"32162904";"32417196";"comseder@comseder.com.br";"FRANCISCO FERNANDES LISBOA";"DIRETOR PRESIDENTE";"29/12/1998"
"321931";"29640612000120";"CONFERÊNCIA SÃO JOSÉ DO AVAÍ";"HOSPITAL SÃO JOSÉ DO AVAÍ";"Filantropia";"RUA CORONEL LUIZ FERRAZ";"397";"";"CENTRO";"Itaperuna";"RJ";"28300000";"22";"38249288";"";"saudeavai@saudeavai.com.br";"AUGUSTO CLAUDIO DE ALMEIDA TINOCO";"REPRESENTANTE JUNTO A ANS";"16/12/1998"
"410624";"03613857000175";"CONFIANÇA ASSISTÊNCIA MÉDICO HOSPITALAR LTDA";"CONFIANÇA SAÚDE";"Medicina de Grupo";"RUA LORENA";"767";"";"PADRE EUSTÁQUIO";"Belo Horizonte";"MG";"30730170";"31";"34112025";"34112025";"gerencia@confiancasaude.com.br";"ROBERTO D'ASSUMPCAO GUIMARAES";"ADMINISTRADOR ";"21/02/2000"
"405931";"60537495000114";"CONSTRUDENTE ASSISTENCIA ODONTOLOGICA LTDA";"CONSTRUDENTE";"Odontologia de Grupo";"RUA JOÃO CACHOEIRA";"571";"CONJUNTO 27";"ITAIM BIBI";"São Paulo";"SP";"04535011";"11";"30786904";"30786904";"lia@construdente.com.br";"LIA ROSSI GILOS";"SÓCIA ADMINISTRADORA";"30/06/1999"
"418323";"13286268000183";"CONTEM ADMINISTRADORA DE PLANOS DE SAÚDE LTDA.";"CONTEM ADMINISTRADORA DE BENEFICIOS";"Administradora de Benefícios";"RUA DO CARMO";"08";"10º ANDAR";"CENTRO";"Rio de Janeiro";"RJ";"20011020";"21";"35274747";"";"juridico@grupocontem.com.br";"ANDREA DOS SANTOS MOURA";"PRESIDENTE";"21/12/2011"
"367087";"87158507000156";"COOPERATIVA CENTRAL UNIMED DE COOPERATIVAS DE ASSISTÊNCIA À SAÚDE DO RIO GRANDE DO SUL LTDA.";"UNIMED OPERADORA/RS";"Cooperativa Médica";"RUA SANTA TEREZINHA";"340";"";"FARROUPILHA";"Porto Alegre";"RS";"90040180";"05";"132011370";"133303085";"unimedrs@unimedrs.com.br";"PAULO ROBERTO DE OLIVEIRA WEBSTER";"REPRESENTANTE JUNTO A ANS";"18/12/1998"
"353477";"01041724000146";"COOPERATIVA DE ASSISTÊNCIA ODONTOLÓGICA VALE DO CAÍ LTDA - DENTSUL";"DENTSUL";"Cooperativa odontológica";"RUA CAPITAO PORFIRIO";"1551";"";"CENTRO";"Montenegro";"RS";"95780000";"51";"36322297";"516322297";"dentsul@dentsul.com.br";"TULIO CICERO HARRES SOARES";"PRESIDENTE";"22/12/1998"
"350362";"00216547000129";"COOPERATIVA DE CONSUMO E BENEFÍCIOS SOCIAIS E ECONÔMICOS 'C.S. ASSISTANCE'";"C.S. ASSISTANCE";"Medicina de Grupo";"R. BUENOS AIRES";"441";"3º ANDAR";"BATEL";"Curitiba";"PR";"80250070";"41";"32331943";"32331943";"relacionamento@assistancesaude.com.br";"MARCIAL CARLOS RIBEIRO JUNIOR";"PRESIDENTE";"20/01/1999"
"418242";"01750093000134";"COOPERATIVA DE SAÚDE ODONTOLÓGICA - UNIODONTO RORAIMA";"UNIODONTO DE RORAIMA";"Cooperativa odontológica";"AVENIDA CAPITÃO JULIO BEZERRA";"952";"";"SÃO FRANCISCO";"Boa Vista";"RR";"69305025";"95";"36234900";"36234900";"diretoria@uniodontorr.com.br";"GILENIO PINHEIRO DA SILVA";"PRESIDENTE";"27/09/2011"
"313084";"25064148000110";"COOPERATIVA DE TRABALHO MEDICO DE ARAGUAÍNA - UNIMED ARAGUAÍNA";"UNIMED DE ARAGUAINA";"Cooperativa Médica";"AVENIDA TOCANTINS";"1232";"LT- 17 QD RT-1";"CENTRO";"Araguaína";"TO";"77803120";"";"";"";"gerente@unimedaraguaina.com.br";"RENATO BORGES AZEVEDO";"PRESIDENTE";"24/12/1998"
"337188";"21490586000190";"COOPERATIVA DE TRABALHO MÉDICO DE POUSO ALEGRE";"UNIMED SUL MINEIRA";"Cooperativa Médica";"AV. MARECHAL CASTELO BRANCO";"75";"";"CEL EVARISTO AZEVEDO JUNQUEIRA";"Pouso Alegre";"MG";"37550275";"35";"34491800";"34491832";"unimed@unimedsulmineira.com.br";"MARCELO COUTO LUNA DE ALMEIDA";"DIRETOR PRESIDENTE";"18/12/1998"
"317012";"85177194000158";"COOPERATIVA DE TRABALHO MÉDICO DO PLANALTO NORTE DE SANTA CATARINA LTDA";"UNIMED PLANALTO NORTE";"Cooperativa Médica";"AVENIDA DOM PEDRO II";"373";"-";"CENTRO";"São Bento do Sul";"SC";"89280136";"47";"36314183";"36314183";"alisson.schneider@upn.unimedsc.com.br";"GIOVANI ERINEU SCHWINGEL";"PRESIDENTE";"17/12/1998"
"318213";"85246916000189";"COOPERATIVA DE TRABALHO MEDICO REGIÃO DO PLANALTO SERRANO";"COOPERATIVA DE TRABALHO MEDICO REG.PLAN.SERRANO";"Cooperativa Médica";"RUA FREI GABRIEL";"115";"";"CENTRO";"Lages";"SC";"88502030";"49";"32216600";"32216643";"adriana@lages.unimedsc.com.br";"ALCEU FERNANDES FILHO";"PRESIDENTE";"17/12/1998"
"419028";"25906728000108";"COOPERATIVA DE TRABALHO ODONTOLOGICO - UNIODONTO ITAJUBÁ";"";"Cooperativa odontológica";"RUA ALCIDES FARIA";"240";"";"VARGINHA";"Itajubá";"MG";"37501058";"35";"36220258";"36220258";"uniodonto@uniodontoitajuba.com.br";"ALEXANDRE JULIO DIELLE";"DIRETOR PRESIDENTE";"11/09/2013"
"359459";"02725037000102";"COOPERATIVA DOS CIRURGIÕES DENTISTAS DO ESTADO DE SERGIPE";"COOPERDONTO";"Cooperativa odontológica";"AVENIDA BARÃO DE MARUIM";"993";"";"CENTRO";"Aracaju";"SE";"49015040";"79";"32146343";"32145556";"contato@cooperdonto-se.com.br";"JOÃO TELES DE MELO FILHO";"PRESIDENTE";"30/12/1998"
"404241";"72350382000194";"COOPERATIVA DOS USUÁRIOS DE SERVIÇOS DE SAÚDE DO VALE DO RIO DOS SINOS LTDA";"COOPERSINOS LTDA";"Autogestão";"AV. UNISINOS";"950";"CENTRO COMUNITÁ";"CRISTO REI";"São Leopoldo";"RS";"93022000";"51";"35908509";"35908590";"clovisk@unisinos.br";"CLÓVIS ANTÔNIO KRONBAUER";"PRESIDENTE";"19/05/1999"
"406805";"03268622000193";"COOPERATIVA DOS USUÁRIOS DE SERVIÇOS DE SAÚDE LTDA.";"COOPUSAÚDE";"Medicina de Grupo";"PEDRO ALVARES CABRAL";"900";"";"CENTRO";"Erechim";"RS";"99700252";"54";"35202900";"35226869";"administracao@coopusaude.coop.br";"DILVA MARIA GALINA LOCH";"PRESIDENTE";"02/08/1999"
"400572";"02947180000149";"COOPERATIVA EVIDENTE - COOPERATIVA DE TRABALHO ODONTOLÓGICA DE BOTUCATU";"EVIDENTE";"Cooperativa odontológica";"RUA DR CARDOSO DE ALMEIDA";"579";"";"CENTRO";"Botucatu";"SP";"18600005";"14";"38824142";"38824142";"evidente@evidente.com.br";"JOÃO ANTONIO GODOY";"PRESIDENTE";"18/02/1999"
"417840";"02919940000104";"COOPERATIVA NOVODENTE LTDA";"NOVODENTE";"Cooperativa odontológica";"AVENIDA CEL. FREDERICO LINCK";"714";"SALAS 302 E 303";"RIO BRANCO";"Novo Hamburgo";"RS";"93336002";"51";"35941275";"35941275";"novodente@novodente.com.br";"JOÃO CARLOS MARIA RATH";"PRESIDENTE";"24/01/2011"
"342335";"01501597000110";"COOPERATIVA ODONTOLÓGICA DE GARANHUNS E AGRESTE MERIDIONAL.";"UNIODONTO GARANHUNS";"Cooperativa odontológica";"R DR JOSE MARIANO";"193";"";"SAO JOSE";"Garanhuns";"PE";"55293335";"87";"37621760";"37621760";"uniodonto@uniodontogaranhuns.coop.br";"LUIZ GONZAGA DE OLIVEIRA FILHO";"PRESIDENTE";"18/12/1998"
"365785";"02254846000183";"COOPERATIVA ODONTOLÓGICA DO ESTADO DO AMAPÁ";"UNIODONTO AMAPÁ";"Cooperativa odontológica";"RUA MARCELO CÂNDIA";"925";"";"SANTA RITA";"Macapá";"AP";"68901341";"96";"32220125";"";"uniodontoap@uniodontoap.com.br";"CLAUDIO VALENTE CALANDRINI DE AZEVEDO";"PRESIDENTE";"04/01/1999"
"409791";"03494031000134";"COOPERATIVA ODONTOLÓGICA POÇOS DE CALDAS";"UNIODONTO POÇOS DE CALDAS";"Cooperativa odontológica";"RUA TUTOIA";"51";"";"JARDIM DOS ESTADOS";"Poços de Caldas";"MG";"37701080";"35";"37167222";"37167222";"ouvidoria@uniodontopocos.com.br";"DOUGLAS HENRIQUE FIGUEIREDO MATOS ";"PRESIDENTE";"11/11/1999"
"402010";"00491998000174";"COOPERATIVA ODONTOLÓGICA REGIÃO SUL DA BAHIA - UNIODONTO";"UNIODONTO ITABUNA";"Cooperativa odontológica";"RUA MARIÁ FERREIRA";"245";"1º ANDAR";"CENTRO";"Itabuna";"BA";"45600120";"07";"336134760";"36134760";"uniodontoitb@gmail.com";"MARIO AUGUSTO DIAS BRUM";"PRESIDENTE";"12/03/1999"
"353892";"19052653000142";"COOPERCISO - CENTRO INTEGRADO DE SERVIÇO ODONTOLÓGICO S/S LTDA.";"COOPERCISO";"Odontologia de Grupo";"RUA JAIME MARTINS RIÊRA";"31";"";"BOA VISTA";"Itajubá";"MG";"37505042";"35";"36234600";"36234600";"cooperciso@cooperciso.com.br";"LUCAS PEREIRA GONÇALVES";"DIRETOR ADMINISTRATIVO";"25/01/1999"
"407241";"02298249000150";"COOP-ODONTOCLASSIC - COOPERATIVA DE TRABALHO ODONTOLÓGICO";"ODONTOCLASSIC";"Cooperativa odontológica";"RUA GOIAS";"1079";"";"CENTRO";"Avaré";"SP";"18700140";"14";"9292";"37332022";"diretoria@odontoclassic.com.br";"JOSE ROBERTO SOUTO SILVA";"DIRETOR OPERACIONAL";"16/08/1999"
"418757";"73505463000189";"CORPLIFE ADMINISTRADORA DE BENEFÍCIOS LTDA ";"CORPLIFE ADMINISTRADORA DE BENEFÍCIOS LTDA ";"Administradora de Benefícios";"RUA VITÓRIA";"2296";"";"NEVA";"Cascavel";"PR";"85802229";"45";"32240204";"30172002";"corplife@corplife.com.br";"ARISTIDES ALVES DOS REIS";"ADMINISTRADOR";"11/01/2013"
"418960";"17670901000193";"CORPORE ADMINISTRADORA DE BENEFICIOS DA SAUDE - EIRELI";"";"Administradora de Benefícios";"AV. ANGÉLICA";"321";"13º ANDAR / CONJUNTO 01";"SANTA CECÍLIA";"São Paulo";"SP";"01227000";"11";"21241888";"";"valquiria.brovini@corporeadministradora.com.br";"DIRCEU CANAL";"SóCIO ADMINISTRADOR";"01/08/2013"
"368181";"19009638000111";"CROE - CENTRO DE REABILITACAO ORAL ESPECIALIZADO LTDA";"CROE-CENTRO DE REABILITAÇAO ORAL ESPECIALIZADO LTDA";"Odontologia de Grupo";"OSCAR VIDAL ";"252";"Sala 201";"CENTRO";"Juiz de Fora";"MG";"36016290";"32";"33116699";"33116685";"ceaccroe@croe.com.br";"MARCO ANDRÉ GOUVEIA VIEIRA";"SOCIO QUOTISTA";"05/01/1999"
"397245";"69099307000198";"CROWN ODONTOLOGIA DE GRUPO  LTDA";"CROWN ODONTOLOGIA DE GRUPO LTDA";"Odontologia de Grupo";"RUA PEQUETITA";"145";"CONJ. 101";"JARDIM PROF BENOÁ";"São Paulo";"SP";"04552060";"11";"28132000";"28132001";"crown@crownodonto.com.br";"WALTER CARMO CORIOLANO JUNIOR";"SOCIO ADMINISTRADOR";"24/12/1998"
"421952";"33803129000197";"CRZ PLANO ODONTOLÓGICO LTDA";"CRUZ DENTAL";"Odontologia de Grupo";"AVENIDA RODOVALHO";"722";"SALA 13";"VILA MOEMA";"Tubarão";"SC";"88705091";"48";"31910205";"";"crzdental@gmail.com";"DANIELE NIEHUES CRUZ";"SÓCIA-ADMINISTRADORA";"03/12/2019"
"422045";"34824393000170";"CTESK ADMINISTRADORA DE BENEFIÍCIOS LTDA";"CTESK ADMINISTRADORA DE BENEFIÍCIOS ";"Administradora de Benefícios";"Q SCN QUADRA 02, BLOCO D, ENTRADA B";"SN";"SALAS 201 E 203";"ASA NORTE";"Brasília";"DF";"70712904";"61";"32573926";"";"siloe@ctesk.com.br";"SILOÉ JOÃO DE ALMEIDA JUNIOR";"Administrador";"18/12/2019"
"422606";"38240036000115";"CUIDAR.ME SAÚDE LTDA.";"CUIDAR.ME";"Medicina de Grupo";"Avenida Francisco Pereira de Castro";"1063";"Sala 04";"Anhangabaú";"Jundiaí";"SP";"13208110";"11";"45527046";"";"marcus.gimenes@cuidar.me";"MARCUS VINICIUS GIMENES";"Administrador";"28/01/2021"
"422967";"42802123000196";"CUIDE ADMINISTRADORA DE BENEFICIOS EIRELI";"CUIDE ADMINISTRADORA DE BENEFICIOS  ";"Administradora de Benefícios";"AVENIDA RIO BRANCO ";"26";"SBL";"CENTRO";"Rio de Janeiro";"RJ";"20090001";"21";"39235406";"";"HENRIQUE@AMCONTADORES.COM.BR";"JOÃO DE FIGUEIREDO PEREIRA CURADO";"SOCIO - ADMINISTRADOR";"08/09/2021"
"416118";"00253137000158";"DANA INDUSTRIAS LTDA.";"";"Autogestão";"AVENIDA FERNANDO STECCA";"780";"PRÉDIO 26 - ADMINISTRAÇÃO";"IPORANGA";"Sorocaba";"SP";"18087149";"11";"34893588";"34893813";"roberto.borba@dana.com";"ROBERTO AZEVEDO DE BORBA";"GERENTE DE RH";"14/06/2007"
"421081";"27832058000158";"DELFHI PLANOS ODONTOLÓGICOS LTDA";"DELFHI ODONTO";"Odontologia de Grupo";"AV. PRUDENTE DE MORAIS";"624";"";"TIROL";"Natal";"RN";"59020510";"84";"999862109";"";"delfino@delfhicorretora.com.br";"FRANCISCO DELFINO DA SILVA";"SÓCIO ADMINISTRADOR";"02/10/2017"
"420239";"24619902000179";"DENTAL CARE ASSISTÊNCIA ODONTOLÓGICA LTDA";"DENTAL CARE";"Odontologia de Grupo";"RUA DO IMPERADOR";"359";"";"CENTRO";"Maceió";"AL";"57020670";"82";"30220163";"30220163";"DENTALCARE.2016@HOTMAIL.COM";"LEONINO VIEIRA DA SILVA FILHO";"SóCIO ADMINISTRADOR";"25/10/2016"
"386219";"66493529000100";"DENTAL CARE CLINICA ODONTOLOGICA LTDA";"ODONTOLOGICA";"Odontologia de Grupo";"RUA MATO GROSSO";"1001";"";"CENTRO";"Avaré";"SP";"18700150";"14";"37322286";"37322286";"odontologica_avare@terra.com.br";"HILTON SERGIO ISMAEL LUTTI";"SOCIO";"20/01/1999"
"339458";"35436658000125";"DENTAL CENTER LTDA";"DENTAL CENTER LTDA";"Odontologia de Grupo";"RUA DES. JOSE PEREGRINO";"216";"";"CENTRO";"João Pessoa";"PB";"58013500";"83";"30414646";"30414646";"financeiro@dentalcenterpb.com.br";"MARCONI MARTINS DA SILVA";"SOCIO GERENTE";"15/01/1999"
"300730";"01402285000150";"DENTAL GOLD ASSISTÊNCIA ODONTOLÓGICA LTDA.";"DENTAL GOLD";"Odontologia de Grupo";"AVENIDA RUY CARNEIRO";"895";"";"JARDIM MIRAMAR";"João Pessoa";"PB";"58032101";"83";"21078900";"21078914";"dentalg@terra.com.br";"JOSUEL GOMES DA SILVA";"SOCIO-GERENTE";"22/12/1998"
"413747";"04212174000179";"DENTAL MASTER LTDA - EPP";"DENTAL MASTER";"Odontologia de Grupo";"AVENIDA CARAVELAS";"03";"SALA 32 - ED. GALERIA DIVAMAR";"PRAIA DO FRANCES";"Marechal Deodoro";"AL";"57160000";"82";"21239393";"21239393";"dentalmaster@veloxmail.com.br";"GEORGE DE ALMEIDA SALDANHA";"REPRESENTANTE";"25/05/2001"
"422550";"33891806000176";"DENTAL MED CENTER PRIME PLANOS ODONTOLÓGICOS LTDA";"";"Odontologia de Grupo";"AVENIDA RIO BRANCO";"444";"";"CIDADE ALTA";"Natal";"RN";"59025000";"84";"991120504";"";"oliveiralucian@hotmail.com";"LUCAS MOURA DOS SANTOS";"SÓCIO ADMINISTRADOR";"18/02/2021"
"314366";"00571628000147";"DENTAL PLUS CONVÊNIO ODONTOLÓGICO LTDA.";"DENTAL PLUS CONVÊNIO ODONTOLÓGICO";"Odontologia de Grupo";"RUA DOUTOR CESÁRIO MOTA";"135";"";"CENTRO";"Santo André";"SP";"09010100";"01";"149792200";"149792209";"mariana@dentalplus-sorria.com.br";"GABRIELA GONSALES FERNANDES BARCELLOS";"SÓCIA";"23/12/1998"
"304484";"78738101000151";"DENTAL UNI - COOPERATIVA ODONTOLÓGICA";"DENTAL UNI";"Cooperativa odontológica";"RUA IRMÃ FLAVIA BORLET";"197";"";"HAUER";"Curitiba";"PR";"81630170";"41";"30203950";"";"diretoria@dentaluni.com.br";"LUIZ HUMBERTO DE SOUZA DANIEL";"PRESIDENTE";"22/12/1998"
"423050";"43192903000124";"DENTAL WHITE PLANO DE ASSISTÊNCIA ODONTOLÓGICA LTDA";"DENTAL WHITE";"Odontologia de Grupo";"RUA DEPUTADO JOSÉ LAGES";"275";"";"PONTA VERDE";"Maceió";"AL";"57035330";"82";"30214141";"";"contato@dcampos.com.br";"CRISTIANO MORAES DOS SANTOS";"DIR ADM FIN";"22/11/2021"
"401463";"01364933000120";"DENTALMASTER COMÉRCIO DE PLANOS ODONTOLÓGICOS LTDA";"DENTALMASTER";"Odontologia de Grupo";"RUA CARLOS VASCONCELOS ";"1482";"";"ALDEOTA";"Fortaleza";"CE";"60115171";"85";"32655555";"32655555";"dentalmaster@planodentalmaster.com.br";"FRANCISCO FERNANDO ROCHA NOVAIS";"SÓCIO";"04/03/1999"
"422975";"39527909000138";"DENTALMASTER LTDA";"DENTALMASTER";"Odontologia de Grupo";"AV. DOM PEDRO II";"421.0";"SALA A ";"CENTRO ";"São Lourenço";"MG";"37465000";"35";"988970186";"";"ribeirouchoas@gmail.com";"DANIEL PEREIRA PAIVA ";"Sócio administrador ";"04/10/2021"
"333620";"00073193000100";"DENTAL-MED ASSISTENCIA ODONTOLOGICA S/S LTDA";"ORALMED ASSISTENCIA ODONTOLOGICA";"Odontologia de Grupo";"AV. RIO DE JANEIRO";"1201";"TERREO";"CENTRO";"Londrina";"PR";"86010150";"43";"33247000";"33247000";"oralmed@onda.com.br";"ROBERTO PRESCINOTTI";"SOCIO ADMINISTRADOR";"25/01/1999"
